194 1734111672 18,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111673 18,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111674 18,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111675 18,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111676 18,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111677 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111678 10,400000 -1,000000 -101,000000 0,000000 0,000000
181 1734111667 1,800000 -1,000000 -101,000000 0,000000 0,000000
181 1734111668 1,800000 -1,000000 -101,000000 0,000000 0,000000
181 1734111669 1,800000 -1,000000 -101,000000 0,000000 0,000000
181 1734111670 1,800000 -1,000000 -101,000000 0,000000 0,000000
181 1734111671 1,800000 -1,000000 -101,000000 0,000000 0,000000
181 1734111672 0,200000 -1,000000 -101,000000 0,000000 0,000000
181 1734111673 0,200000 -1,000000 -101,000000 0,000000 0,000000
181 1734111674 0,200000 -1,000000 -101,000000 0,000000 0,000000
181 1734111675 0,200000 -1,000000 -101,000000 0,000000 0,000000
181 1734111676 0,200000 -1,000000 -101,000000 0,000000 0,000000
194 1734111679 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111680 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111681 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111682 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111683 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111684 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111685 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111686 10,400000 -1,000000 -101,000000 0,000000 0,000000
194 1734111687 3,600000 -1,000000 -101,000000 0,000000 0,000000
194 1734111688 3,600000 -1,000000 -101,000000 0,000000 0,000000
194 1734111689 3,600000 -1,000000 -101,000000 0,000000 0,000000
194 1734111690 3,600000 -1,000000 -101,000000 0,000000 0,000000
194 1734111691 3,600000 -1,000000 -101,000000 0,000000 0,000000
194 1734111692 2,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111693 2,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111694 2,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111695 2,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111696 2,000000 -1,000000 -101,000000 0,000000 0,000000
194 1734111697 3,800000 -1,000000 -101,000000 0,000000 0,000000
194 1734111698 3,800000 -1,000000 -101,000000 0,000000 0,000000
194 1734111699 3,800000 -1,000000 -101,000000 0,000000 0,000000
194 1734111700 3,800000 -1,000000 -101,000000 0,000000 0,000000
194 1734111701 3,800000 -1,000000 -101,000000 0,000000 0,000000
194 1734111702 1,000000 -1,000000 -101,000000 0,000000 0,000000
