197 1734111668 0,000000 0,000000 -101,000000 0,000000 0,000000
197 1734111669 0,000000 0,000000 -101,000000 0,000000 0,000000
197 1734111670 0,000000 0,000000 -101,000000 0,000000 0,000000
197 1734111671 0,000000 0,000000 -101,000000 0,000000 0,000000
197 1734111672 5,000000 1,800000 9,000000 9,000000 -20,200000
197 1734111673 5,000000 1,800000 18,000000 18,000000 -20,200000
197 1734111674 5,000000 1,800000 27,000000 27,000000 -20,200000
197 1734111675 5,000000 1,800000 36,000000 36,000000 -20,200000
197 1734111676 5,000000 1,800000 45,000000 45,000000 -20,200000
197 1734111677 0,500000 2,000000 46,000000 46,000000 -20,200000
197 1734111678 0,500000 2,000000 47,000000 47,000000 -20,200000
197 1734111679 0,500000 2,000000 48,000000 48,000000 -20,200000
197 1734111680 0,500000 2,000000 49,000000 49,000000 -20,200000
197 1734111681 0,500000 2,000000 50,000000 50,000000 -20,200000
197 1734111682 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111683 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111684 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111685 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111686 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111687 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111688 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111689 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111690 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111691 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111692 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111693 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111694 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111695 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111696 0,000000 2,000000 50,000000 50,000000 -20,200000
197 1734111697 -0,166667 2,400000 49,600000 49,600000 -20,200000
197 1734111698 -0,166667 2,400000 49,200000 49,200000 -20,200000
197 1734111699 -0,166667 2,400000 48,800000 48,800000 -20,200000
197 1734111700 -0,166667 2,400000 48,400000 48,400000 -20,200000
197 1734111701 -0,166667 2,400000 48,000000 48,000000 -20,200000
197 1734111702 -0,142857 2,800000 47,600000 47,600000 -20,200000
197 1734111703 -0,142857 2,800000 47,200000 47,200000 -20,200000
197 1734111704 -0,142857 2,800000 46,800000 46,800000 -20,200000
197 1734111705 -0,142857 2,800000 46,400000 46,400000 -20,200000
197 1734111706 -0,142857 2,800000 46,000000 46,000000 -20,200000
197 1734111707 -0,166667 3,600000 45,400000 45,400000 -20,200000
197 1734111708 -0,166667 3,600000 44,800000 44,800000 -20,200000
