949 1733950117 10,800000 -1,000000 -101,000000 0,000000 0,000000
949 1733950118 10,800000 -1,000000 -101,000000 0,000000 0,000000
952 1733950117 1,800000 -1,000000 -101,000000 0,000000 0,000000
952 1733950118 1,800000 -1,000000 -101,000000 0,000000 0,000000
949 1733950119 10,800000 -1,000000 -101,000000 0,000000 0,000000
949 1733950120 10,800000 -1,000000 -101,000000 0,000000 0,000000
949 1733950121 10,800000 -1,000000 -101,000000 0,000000 0,000000
952 1733950119 1,800000 -1,000000 -101,000000 0,000000 0,000000
952 1733950120 1,800000 -1,000000 -101,000000 0,000000 0,000000
952 1733950121 1,800000 -1,000000 -101,000000 0,000000 0,000000
949 1733950127 0,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950128 0,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950129 0,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950130 0,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950131 0,200000 -1,000000 -101,000000 0,000000 0,000000
952 1733950142 0,200000 -1,000000 -101,000000 0,000000 0,000000
952 1733950143 0,200000 -1,000000 -101,000000 0,000000 0,000000
952 1733950144 0,200000 -1,000000 -101,000000 0,000000 0,000000
952 1733950145 0,200000 -1,000000 -101,000000 0,000000 0,000000
952 1733950146 0,200000 -1,000000 -101,000000 0,000000 0,000000
952 1733950147 0,600000 -1,000000 -101,000000 0,000000 0,000000
952 1733950148 0,600000 -1,000000 -101,000000 0,000000 0,000000
949 1733950152 1,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950153 1,200000 -1,000000 -101,000000 0,000000 0,000000
952 1733950149 0,600000 -1,000000 -101,000000 0,000000 0,000000
952 1733950150 0,600000 -1,000000 -101,000000 0,000000 0,000000
952 1733950151 0,600000 -1,000000 -101,000000 0,000000 0,000000
952 1733950152 1,400000 -1,000000 -101,000000 0,000000 0,000000
952 1733950153 1,400000 -1,000000 -101,000000 0,000000 0,000000
952 1733950154 1,400000 -1,000000 -101,000000 0,000000 0,000000
952 1733950155 1,400000 -1,000000 -101,000000 0,000000 0,000000
952 1733950156 1,400000 -1,000000 -101,000000 0,000000 0,000000
949 1733950154 1,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950155 1,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950156 1,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950162 1,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950163 1,200000 -1,000000 -101,000000 0,000000 0,000000
952 1733950162 1,400000 -1,000000 -101,000000 0,000000 0,000000
952 1733950163 1,400000 -1,000000 -101,000000 0,000000 0,000000
949 1733950164 1,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950165 1,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950166 1,200000 -1,000000 -101,000000 0,000000 0,000000
949 1733950177 3,600000 -1,000000 -101,000000 0,000000 0,000000
949 1733950178 3,600000 -1,000000 -101,000000 0,000000 0,000000
952 1733950164 1,400000 -1,000000 -101,000000 0,000000 0,000000
952 1733950165 1,400000 -1,000000 -101,000000 0,000000 0,000000
952 1733950166 1,400000 -1,000000 -101,000000 0,000000 0,000000
952 1733950177 3,000000 -1,000000 -101,000000 0,000000 0,000000
952 1733950178 3,000000 -1,000000 -101,000000 0,000000 0,000000
949 1733950179 3,600000 -1,000000 -101,000000 0,000000 0,000000
949 1733950180 3,600000 -1,000000 -101,000000 0,000000 0,000000
949 1733950181 3,600000 -1,000000 -101,000000 0,000000 0,000000
952 1733950179 3,000000 -1,000000 -101,000000 0,000000 0,000000
952 1733950180 3,000000 -1,000000 -101,000000 0,000000 0,000000
