956 1733950113 0,000000 0,000000 -101,000000 0,000000 0,000000
956 1733950114 0,000000 0,000000 -101,000000 0,000000 0,000000
956 1733950115 0,000000 0,000000 -101,000000 0,000000 0,000000
956 1733950116 0,000000 0,000000 -101,000000 0,000000 0,000000
956 1733950117 5,000000 1,800000 9,000000 9,000000 -20,200000
956 1733950118 5,000000 1,800000 18,000000 18,000000 -20,200000
956 1733950119 5,000000 1,800000 27,000000 27,000000 -20,200000
956 1733950120 5,000000 1,800000 36,000000 36,000000 -20,200000
956 1733950121 5,000000 1,800000 45,000000 45,000000 -20,200000
956 1733950122 0,000000 1,800000 45,000000 45,000000 -20,200000
956 1733950123 0,000000 1,800000 45,000000 45,000000 -20,200000
956 1733950124 0,000000 1,800000 45,000000 45,000000 -20,200000
956 1733950125 0,000000 1,800000 45,000000 45,000000 -20,200000
956 1733950126 0,000000 1,800000 45,000000 45,000000 -20,200000
956 1733950127 0,100000 2,000000 45,200000 45,200000 -20,200000
956 1733950128 0,100000 2,000000 45,400000 45,400000 -20,200000
956 1733950129 0,100000 2,000000 45,600000 45,600000 -20,200000
956 1733950130 0,100000 2,000000 45,800000 45,800000 -20,200000
956 1733950131 0,100000 2,000000 46,000000 46,000000 -20,200000
956 1733950132 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950133 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950134 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950135 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950136 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950137 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950138 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950139 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950140 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950141 0,000000 2,000000 46,000000 46,000000 -20,200000
956 1733950142 -0,090909 2,200000 45,800000 45,800000 -20,200000
956 1733950143 -0,090909 2,200000 45,600000 45,600000 -20,200000
956 1733950144 -0,090909 2,200000 45,400000 45,400000 -20,200000
956 1733950145 -0,090909 2,200000 45,200000 45,200000 -20,200000
956 1733950146 -0,090909 2,200000 45,000000 45,000000 -20,200000
956 1733950147 -0,214286 2,800000 44,400000 44,400000 -20,200000
956 1733950148 -0,214286 2,800000 43,800000 43,800000 -20,200000
956 1733950149 -0,214286 2,800000 43,200000 43,200000 -20,200000
956 1733950150 -0,214286 2,800000 42,600000 42,600000 -20,200000
956 1733950151 -0,214286 2,800000 42,000000 42,000000 -20,200000
956 1733950152 -0,062500 3,200000 41,800000 41,800000 -20,200000
956 1733950153 -0,062500 3,200000 41,600000 41,600000 -20,200000
956 1733950154 -0,062500 3,200000 41,400000 41,400000 -20,200000
956 1733950155 -0,062500 3,200000 41,200000 41,200000 -20,200000
956 1733950156 -0,062500 3,200000 41,000000 41,000000 -20,200000
956 1733950157 0,000000 3,200000 41,000000 41,000000 -20,200000
956 1733950158 0,000000 3,200000 41,000000 41,000000 -20,200000
956 1733950159 0,000000 3,200000 41,000000 41,000000 -20,200000
956 1733950160 0,000000 3,200000 41,000000 41,000000 -20,200000
956 1733950161 0,000000 3,200000 41,000000 41,000000 -20,200000
956 1733950162 -0,058824 3,400000 40,800000 40,800000 -20,200000
956 1733950163 -0,058824 3,400000 40,600000 40,600000 -20,200000
956 1733950164 -0,058824 3,400000 40,400000 40,400000 -20,200000
956 1733950165 -0,058824 3,400000 40,200000 40,200000 -20,200000
956 1733950166 -0,058824 3,400000 40,000000 40,000000 -20,200000
956 1733950167 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950168 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950169 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950170 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950171 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950172 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950173 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950174 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950175 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950176 0,000000 3,400000 40,000000 40,000000 -20,200000
956 1733950177 0,150000 4,000000 40,600000 40,600000 -20,200000
956 1733950178 0,150000 4,000000 41,200000 41,200000 -20,200000
956 1733950179 0,150000 4,000000 41,800000 41,800000 -20,200000
956 1733950180 0,150000 4,000000 42,400000 42,400000 -20,200000
956 1733950181 0,150000 4,000000 43,000000 43,000000 -20,200000
956 1733950182 0,000000 4,000000 43,000000 43,000000 -20,200000
956 1733950183 0,000000 4,000000 43,000000 43,000000 -20,200000
956 1733950184 0,000000 4,000000 43,000000 43,000000 -20,200000
956 1733950185 0,000000 4,000000 43,000000 43,000000 -20,200000
956 1733950186 0,000000 4,000000 43,000000 43,000000 -20,200000
956 1733950187 0,045455 4,400000 43,200000 43,200000 -20,200000
956 1733950188 0,045455 4,400000 43,400000 43,400000 -20,200000
956 1733950189 0,045455 4,400000 43,600000 43,600000 -20,200000
956 1733950190 0,045455 4,400000 43,800000 43,800000 -20,200000
956 1733950191 0,045455 4,400000 44,000000 44,000000 -20,200000
956 1733950192 0,041667 4,800000 44,200000 44,200000 -20,200000
956 1733950193 0,041667 4,800000 44,400000 44,400000 -20,200000
956 1733950194 0,041667 4,800000 44,600000 44,600000 -20,200000
956 1733950195 0,041667 4,800000 44,800000 44,800000 -20,200000
956 1733950196 0,041667 4,800000 45,000000 45,000000 -20,200000
956 1733950197 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950198 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950199 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950200 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950201 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950202 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950203 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950204 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950205 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950206 0,000000 4,800000 45,000000 45,000000 -20,200000
956 1733950207 -0,040000 5,000000 44,800000 44,800000 -20,200000
956 1733950208 -0,040000 5,000000 44,600000 44,600000 -20,200000
956 1733950209 -0,040000 5,000000 44,400000 44,400000 -20,200000
956 1733950210 -0,040000 5,000000 44,200000 44,200000 -20,200000
956 1733950211 -0,040000 5,000000 44,000000 44,000000 -20,200000
956 1733950212 -0,071429 5,600000 43,600000 43,600000 -20,200000
956 1733950213 -0,071429 5,600000 43,200000 43,200000 -20,200000
956 1733950214 -0,071429 5,600000 42,800000 42,800000 -20,200000
956 1733950215 -0,071429 5,600000 42,400000 42,400000 -20,200000
956 1733950216 -0,071429 5,600000 42,000000 42,000000 -20,200000
956 1733950217 -0,034483 5,800000 41,800000 41,800000 -20,200000
956 1733950218 -0,034483 5,800000 41,600000 41,600000 -20,200000
956 1733950219 -0,034483 5,800000 41,400000 41,400000 -20,200000
956 1733950220 -0,034483 5,800000 41,200000 41,200000 -20,200000
956 1733950221 -0,034483 5,800000 41,000000 41,000000 -20,200000
956 1733950222 -0,062500 6,400000 40,600000 40,600000 -20,200000
956 1733950223 -0,062500 6,400000 40,200000 40,200000 -20,200000
956 1733950224 -0,062500 6,400000 39,800000 39,800000 -20,200000
956 1733950225 -0,062500 6,400000 39,400000 39,400000 -20,200000
956 1733950226 -0,062500 6,400000 39,000000 39,000000 -20,200000
956 1733950227 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950228 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950229 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950230 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950231 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950232 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950233 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950234 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950235 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950236 0,000000 6,400000 39,000000 39,000000 -20,200000
956 1733950237 0,085714 7,000000 39,600000 39,600000 -20,200000
956 1733950238 0,085714 7,000000 40,200000 40,200000 -20,200000
956 1733950239 0,085714 7,000000 40,800000 40,800000 -20,200000
956 1733950240 0,085714 7,000000 41,400000 41,400000 -20,200000
956 1733950241 0,085714 7,000000 42,000000 42,000000 -20,200000
956 1733950242 0,000000 7,000000 42,000000 42,000000 -20,200000
956 1733950243 0,000000 7,000000 42,000000 42,000000 -20,200000
956 1733950244 0,000000 7,000000 42,000000 42,000000 -20,200000
956 1733950245 0,000000 7,000000 42,000000 42,000000 -20,200000
956 1733950246 0,000000 7,000000 42,000000 42,000000 -20,200000
956 1733950247 0,000000 7,000000 42,000000 42,000000 -20,200000
956 1733950248 0,000000 7,000000 42,000000 42,000000 -20,200000
